OPDIV,FAIN,"Obligation Document
Numbers",Recipient Name,Recipient State,Country,"Action Date (Date
Terminated)",Total Amount Obligated,Total Amount Expended,"Total Payment Amount (As
of Termination)","Unliquidated Obligations
(As of Termination)",Award Title,Presidential Action,"For Cause (Put
X if applicable)",page
CDC,NH23IP922587,20NH23IP922587C6,"COMMONWEALTH OF THE
NORTHERN MARIANA
ISLANDS","NORTHERN MARIANA
ISLANDS",UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,5
CDC,NH23IP922588,20NH23IP922588C5,"REPUBLIC OF THE
MARSHALL ISLANDS,
HEALTH SERVICES",MARSHALL ISLANDS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,5
CDC,NH23IP922588,"20NH23IP922588UDS
PC5","REPUBLIC OF THE
MARSHALL ISLANDS,
HEALTH SERVICES",MARSHALL ISLANDS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,5
CDC,NH23IP922589,19NH23IP922589C3,"HEALTH AND HUMAN
SERVICES, NEBRASKA
DEPARTMENT OF",NEBRASKA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,5
CDC,NH23IP922589,20NH23IP922589C3,"HEALTH AND HUMAN
SERVICES, NEBRASKA
DEPARTMENT OF",NEBRASKA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,5
CDC,NH23IP922589,20NH23IP922589C5,"HEALTH AND HUMAN
SERVICES, NEBRASKA
DEPARTMENT OF",NEBRASKA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922589,20NH23IP922589C6,"HEALTH AND HUMAN
SERVICES, NEBRASKA
DEPARTMENT OF",NEBRASKA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922589,20NH23IP922589IISC6,"HEALTH AND HUMAN
SERVICES, NEBRASKA
DEPARTMENT OF",NEBRASKA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922589,"20NH23IP922589UDS
PC5","HEALTH AND HUMAN
SERVICES, NEBRASKA
DEPARTMENT OF",NEBRASKA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922591,20NH23IP922591C6,"AS DEPARTMENT OF
HEALTH",AMERICAN SAMOA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922591,"20NH23IP922591UDS
PC5","AS DEPARTMENT OF
HEALTH",AMERICAN SAMOA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922592,20NH23IP922592C3,"AK ST DEPARTMENT OF
HEALTH & SOCIAL
SERVICES",ALASKA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922592,20NH23IP922592C5,"AK ST DEPARTMENT OF
HEALTH & SOCIAL
SERVICES",ALASKA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922592,20NH23IP922592C6,"AK ST DEPARTMENT OF
HEALTH & SOCIAL
SERVICES",ALASKA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922592,20NH23IP922592IISC6,"AK ST DEPARTMENT OF
HEALTH & SOCIAL
SERVICES",ALASKA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922592,"20NH23IP922592UDS
PC5","AK ST DEPARTMENT OF
HEALTH & SOCIAL
SERVICES",ALASKA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922593,20NH23IP922593C6,"FEDERATED STATES OF
MICRONESIA, OFFICE OF
HEALTH SVCS",MICRONESIA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922593,"20NH23IP922593UDS
PC5","FEDERATED STATES OF
MICRONESIA, OFFICE OF
HEALTH SVCS",MICRONESIA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922595,20NH23IP922595C3,"HEALTH AND HUMAN
SERVICES, NEW
HAMPSHIRE DEPT OF",NEW HAMPSHIRE,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922595,20NH23IP922595C5,"HEALTH AND HUMAN
SERVICES, NEW
HAMPSHIRE DEPT OF",NEW HAMPSHIRE,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922595,20NH23IP922595C6,"HEALTH AND HUMAN
SERVICES, NEW
HAMPSHIRE DEPT OF",NEW HAMPSHIRE,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922595,20NH23IP922595IISC6,"HEALTH AND HUMAN
SERVICES, NEW
HAMPSHIRE DEPT OF",NEW HAMPSHIRE,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922595,"20NH23IP922595UDS
PC5","HEALTH AND HUMAN
SERVICES, NEW
HAMPSHIRE DEPT OF",NEW HAMPSHIRE,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922597,20NH23IP922597C3,"HOUSTON CITY HEALTH &
HUMAN SERVICES
DEPARTMENT",TEXAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922597,20NH23IP922597C5,"HOUSTON CITY HEALTH &
HUMAN SERVICES
DEPARTMENT",TEXAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922597,20NH23IP922597C6,"HOUSTON CITY HEALTH &
HUMAN SERVICES
DEPARTMENT",TEXAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922597,"20NH23IP922597UDS
PC5","HOUSTON CITY HEALTH &
HUMAN SERVICES
DEPARTMENT",TEXAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922601,20NH23IP922601C5,"SOUTH CAROLINA
DEPARTMENT OF PUBLIC
HEALTH",SOUTH CAROLINA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,6
CDC,NH23IP922601,20NH23IP922601C6,"SOUTH CAROLINA
DEPARTMENT OF PUBLIC
HEALTH",SOUTH CAROLINA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922601,"20NH23IP922601UDS
PC5","SOUTH CAROLINA
DEPARTMENT OF PUBLIC
HEALTH",SOUTH CAROLINA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922605,19NH23IP922605C3,"MS ST DEPARTMENT OF
HEALTH",MISSISSIPPI,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922605,20NH23IP922605C3,"MS ST DEPARTMENT OF
HEALTH",MISSISSIPPI,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922605,20NH23IP922605C5,"MS ST DEPARTMENT OF
HEALTH",MISSISSIPPI,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922605,20NH23IP922605C6,"MS ST DEPARTMENT OF
HEALTH",MISSISSIPPI,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922605,20NH23IP922605IISC6,"MS ST DEPARTMENT OF
HEALTH",MISSISSIPPI,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922605,"20NH23IP922605UDS
PC5","MS ST DEPARTMENT OF
HEALTH",MISSISSIPPI,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922606,20NH23IP922606C3,"MO ST DEPARTMENT OF
HEALTH & SENIOR
SERVICES",MISSOURI,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922606,20NH23IP922606C5,"MO ST DEPARTMENT OF
HEALTH & SENIOR
SERVICES",MISSOURI,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922606,20NH23IP922606C6,"MO ST DEPARTMENT OF
HEALTH & SENIOR
SERVICES",MISSOURI,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922606,20NH23IP922606IISC6,"MO ST DEPARTMENT OF
HEALTH & SENIOR
SERVICES",MISSOURI,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922606,"20NH23IP922606UDS
PC5","MO ST DEPARTMENT OF
HEALTH & SENIOR
SERVICES",MISSOURI,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922607,19NH23IP922607C3,FL ST DEPT OF HLTH,FLORIDA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922607,20NH23IP922607C3,FL ST DEPT OF HLTH,FLORIDA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922607,20NH23IP922607C5,FL ST DEPT OF HLTH,FLORIDA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922607,20NH23IP922607C6,FL ST DEPT OF HLTH,FLORIDA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922608,19NH23IP922608C3,"PR DEPARTMENT OF
HEALTH, ADMIN OF
FACILITIES/HLTH SVCS",PUERTO RICO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922608,20NH23IP922608C3,"PR DEPARTMENT OF
HEALTH, ADMIN OF
FACILITIES/HLTH SVCS",PUERTO RICO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922608,20NH23IP922608C5,"PR DEPARTMENT OF
HEALTH, ADMIN OF
FACILITIES/HLTH SVCS",PUERTO RICO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922608,20NH23IP922608C6,"PR DEPARTMENT OF
HEALTH, ADMIN OF
FACILITIES/HLTH SVCS",PUERTO RICO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922608,20NH23IP922608IISC6,"PR DEPARTMENT OF
HEALTH, ADMIN OF
FACILITIES/HLTH SVCS",PUERTO RICO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922608,"20NH23IP922608UDS
PC5","PR DEPARTMENT OF
HEALTH, ADMIN OF
FACILITIES/HLTH SVCS",PUERTO RICO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922610,19NH23IP922610C3,"VA ST DEPARTMENT OF
HEALTH",VIRGINIA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922610,20NH23IP922610C3,"VA ST DEPARTMENT OF
HEALTH",VIRGINIA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922610,20NH23IP922610C5,"VA ST DEPARTMENT OF
HEALTH",VIRGINIA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922610,20NH23IP922610C6,"VA ST DEPARTMENT OF
HEALTH",VIRGINIA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,7
CDC,NH23IP922610,"20NH23IP922610UDS
PC5","VA ST DEPARTMENT OF
HEALTH",VIRGINIA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922615,20NH23IP922615C3,"VT ST AGENCY FOR HUMAN
SERVICES",VERMONT,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922615,20NH23IP922615C6,"VT ST AGENCY FOR HUMAN
SERVICES",VERMONT,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922615,20NH23IP922615IISC6,"VT ST AGENCY FOR HUMAN
SERVICES",VERMONT,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922616,20NH23IP922616C5,"TX ST DEPARTMENT OF
HEALTH",TEXAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922616,20NH23IP922616C6,"TX ST DEPARTMENT OF
HEALTH",TEXAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922616,20NH23IP922616IISC6,"TX ST DEPARTMENT OF
HEALTH",TEXAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922616,"20NH23IP922616UDS
PC5","TX ST DEPARTMENT OF
HEALTH",TEXAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922617,20NH23IP922617C3,"TN ST DEPARTMENT OF
HEALTH",TENNESSEE,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922617,20NH23IP922617C5,"TN ST DEPARTMENT OF
HEALTH",TENNESSEE,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922617,20NH23IP922617C6,"TN ST DEPARTMENT OF
HEALTH",TENNESSEE,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922617,20NH23IP922617IISC6,"TN ST DEPARTMENT OF
HEALTH",TENNESSEE,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922617,"20NH23IP922617UDS
PC5","TN ST DEPARTMENT OF
HEALTH",TENNESSEE,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922621,20NH23IP922621C5,"LA ST DEPT OF HLTH &
HOSPITALS, OFFICE OF
PUBLIC HEALTH",LOUISIANA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922622,19NH23IP922622C3,"IA ST DEPARTMENT OF
PUBLIC HEALTH",IOWA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922622,20NH23IP922622C3,"IA ST DEPARTMENT OF
PUBLIC HEALTH",IOWA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922622,20NH23IP922622C5,"IA ST DEPARTMENT OF
PUBLIC HEALTH",IOWA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922622,20NH23IP922622C6,"IA ST DEPARTMENT OF
PUBLIC HEALTH",IOWA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922622,20NH23IP922622IISC6,"IA ST DEPARTMENT OF
PUBLIC HEALTH",IOWA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922622,"20NH23IP922622UDS
PC5","IA ST DEPARTMENT OF
PUBLIC HEALTH",IOWA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922623,20NH23IP922623C6,"HEALTH, NORTH DAKOTA
DEPARTMENT OF",NORTH DAKOTA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922623,20NH23IP922623IISC6,"HEALTH, NORTH DAKOTA
DEPARTMENT OF",NORTH DAKOTA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922623,"20NH23IP922623UDS
PC5","HEALTH, NORTH DAKOTA
DEPARTMENT OF",NORTH DAKOTA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922627,19NH23IP922627C3,"KS ST DEPARTMENT OF
HEALTH & ENVIRONMENT",KANSAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922627,20NH23IP922627C3,"KS ST DEPARTMENT OF
HEALTH & ENVIRONMENT",KANSAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922627,20NH23IP922627C5,"KS ST DEPARTMENT OF
HEALTH & ENVIRONMENT",KANSAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922627,20NH23IP922627C6,"KS ST DEPARTMENT OF
HEALTH & ENVIRONMENT",KANSAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922627,20NH23IP922627IISC6,"KS ST DEPARTMENT OF
HEALTH & ENVIRONMENT",KANSAS,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922630,19NH23IP922630C3,"STATE OF OHIO -
DEPARTMENT OF HEALTH",OHIO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922630,20NH23IP922630C5,"STATE OF OHIO -
DEPARTMENT OF HEALTH",OHIO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,8
CDC,NH23IP922630,20NH23IP922630C6,"STATE OF OHIO -
DEPARTMENT OF HEALTH",OHIO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922630,20NH23IP922630IISC6,"STATE OF OHIO -
DEPARTMENT OF HEALTH",OHIO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922630,"20NH23IP922630UDS
PC5","STATE OF OHIO -
DEPARTMENT OF HEALTH",OHIO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922631,19NH23IP922631C3,"INDIANA STATE
DEPARTMENT OF HEALTH",INDIANA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922631,20NH23IP922631C3,"INDIANA STATE
DEPARTMENT OF HEALTH",INDIANA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922631,20NH23IP922631C5,"INDIANA STATE
DEPARTMENT OF HEALTH",INDIANA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922631,20NH23IP922631C6,"INDIANA STATE
DEPARTMENT OF HEALTH",INDIANA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922631,"20NH23IP922631UDS
PC5","INDIANA STATE
DEPARTMENT OF HEALTH",INDIANA,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922633,20NH23IP922633C3,"HEALTH AND WELFARE,
IDAHO DEPARTMENT OF",IDAHO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922633,20NH23IP922633C6,"HEALTH AND WELFARE,
IDAHO DEPARTMENT OF",IDAHO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922633,20NH23IP922633IISC6,"HEALTH AND WELFARE,
IDAHO DEPARTMENT OF",IDAHO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922633,"20NH23IP922633UDS
PC5","HEALTH AND WELFARE,
IDAHO DEPARTMENT OF",IDAHO,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922638,19NH23IP922638C3,"GU DEPARTMENT OF
PUBLIC HEALTH & SOCIAL
SERVICE",GUAM,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922638,20NH23IP922638C3,"GU DEPARTMENT OF
PUBLIC HEALTH & SOCIAL
SERVICE",GUAM,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922638,20NH23IP922638C5,"GU DEPARTMENT OF
PUBLIC HEALTH & SOCIAL
SERVICE",GUAM,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922638,20NH23IP922638C6,"GU DEPARTMENT OF
PUBLIC HEALTH & SOCIAL
SERVICE",GUAM,UNITED STATES,3/24/2025,-,-,-,-,Immunization and Vaccines for Children,Departmental Authority,-,9
CDC,NH23IP922641,21NH23IP922641C5,NATIONAL URBAN LEAGUE,NEW YORK,UNITED STATES,3/24/2025,-,-,-,-,"Partnering with National Organizations to Increase
Vaccination Coverage Across Different Racial and
Ethnic Adult Populations Currently Experiencing
Disparities",Departmental Authority,-,9
CDC,NH23IP922643,21NH23IP922643C5,UNIDOSUS,DISTRICT OF COLUMBIA,UNITED STATES,3/24/2025,-,-,-,-,"Partnering with National Organizations to Increase
Vaccination Coverage Across Different Racial and
Ethnic Adult Populations Currently Experiencing
Disparities",Departmental Authority,-,9
CDC,NH23IP922643,21NH23IP922643C6,UNIDOSUS,DISTRICT OF COLUMBIA,UNITED STATES,3/24/2025,-,-,-,-,"Partnering with National Organizations to Increase
Vaccination Coverage Across Different Racial and
Ethnic Adult Populations Currently Experiencing
Disparities",Departmental Authority,-,9
CDC,NH23IP922644,21NH23IP922644C5,NORTHWEST PORTLAND.,OREGON,UNITED STATES,3/24/2025,-,-,-,-,"Partnering with National Organizations to Increase
Vaccination Coverage Across Different Racial and
Ethnic Adult Populations Currently Experiencing
Disparities",Departmental Authority,-,9
CDC,NH23IP922655,21NH23IP922655C5,"AMDA-THE SOCIETY FOR
POST-ACUTE AND LONG-
TERM CARE MEDI",MARYLAND,UNITED STATES,3/24/2025,-,-,-,-,N/A,Departmental Authority,-,9
CDC,NH23IP922656,21NH23IP922656C5,"COUNCIL OF MEDICAL
SPECIALTY SOCIETIES",ILLINOIS,UNITED STATES,3/24/2025,-,-,-,-,"IMPROVING ADULT IMMUNIZATION RATES FOR
COVID-19 INFLUENZA, AN",Departmental Authority,-,9
CDC,NH28CE002463,23NH28CE002463,"COMMUNITY ACTION FOR
HEALTHY LIVING",WISCONSIN,UNITED STATES,8/4/2025,-,-,-,-,"Drug-Free Communities (DFC) Support Program-
Competing Continuation (Year 6) - 2023",Bilateral Termination,-,9
CDC,NH28CE002975,21NH28CE002975,"Skamania, County of",WASHINGTON,UNITED STATES,8/19/2025,-,-,-,-,"Drug Free Communities (DFC) Support Program â€“
Competing Continuation",Bilateral Termination,-,9
CDC,NH28CE003600,23NH28CE003600,"Wicomico County Local
Management Board",MARYLAND,UNITED STATES,8/1/2025,-,-,-,-,"Drug-Free Communities (DFC) Support Program-
Competing Continuation (Year 6) - 2023",Bilateral Termination,-,9
CDC,NH28CE003861,24NH28CE003861,Encouraging Leaders,MINNESOTA,UNITED STATES,6/2/2025,-,-,-,-,"Drug-Free Communities (DFC) Support Program -
NEW (Year 1) - 2024",Termination for Cause,X,9
CDC,NH75OT000001,21NH75OT000001C5,"State Of Georgia Department
Of Public Health",GEORGIA,UNITED STATES,3/24/2025,-,-,-,-,"National Initiative to Address COVID-19 Health
Disparities Among Populations at High-Risk and
Underserved, Including Racial and Ethnic Minority
Populations and Rural Communities",Departmental Authority,-,10
CDC,NH75OT000012,21NH75OT000012C5,Kcmo Health Dept,MISSOURI,UNITED STATES,3/24/2025,-,-,-,-,"National Initiative to Address COVID-19 Health
Disparities Among Populations at High-Risk and
Underserved, Including Racial and Ethnic Minority
Populations and Rural Communities",Departmental Authority,-,10
CDC,NH75OT000014,21NH75OT000014C5,"Ministry Of Health In The Repu
Blic Of The Marshall Islands",MARSHALL ISLANDS,UNITED STATES,3/24/2025,-,-,-,-,"National Initiative to Address COVID-19 Health
Disparities Among Populations at High-Risk and
Underserved, Including Racial and Ethnic Minority
Populations and Rural Communities",Departmental Authority,-,10
CDC,NH75OT000022,21NH75OT000022C5,"Commonwealth Healthcare
Corporation","NORTHERN MARIANA
ISLANDS",UNITED STATES,3/24/2025,-,-,-,-,"National Initiative to Address COVID-19 Health
Disparities Among Populations at High-Risk and
Underserved, Including Racial and Ethnic Minority
Populations and Rural Communities",Departmental Authority,-,10
CDC,NH75OT000026,21NH75OT000026C5,Harris County,TEXAS,UNITED STATES,3/24/2025,-,-,-,-,"National Initiative to Address COVID-19 Health
Disparities Among Populations at High-Risk and
Underserved, Including Racial and Ethnic Minority
Populations and Rural Communities",Departmental Authority,-,10
CDC,NH75OT000027,21NH75OT000027C5,"Missouri Department Of Health
& Senior Services",MISSOURI,UNITED STATES,3/24/2025,-,-,-,-,"National Initiative to Address COVID-19 Health
Disparities Among Populations at High-Risk and
Underserved, Including Racial and Ethnic Minority
Populations and Rural Communities",Departmental Authority,-,10
CDC,NH75OT000031,21NH75OT000031C5,"New Hampshire Department Of
Health & Human Services",NEW HAMPSHIRE,UNITED STATES,3/24/2025,-,-,-,-,"National Initiative to Address COVID-19 Health
Disparities Among Populations at High-Risk and
Underserved, Including Racial and Ethnic Minority
Populations and Rural Communities",Departmental Authority,-,10
CDC,NH75OT000034,21NH75OT000034C5,"Human Services Vermont
Agency Of",VERMONT,UNITED STATES,3/24/2025,-,-,-,-,"National Initiative to Address COVID-19 Health
Disparities Among Populations at High-Risk and
Underserved, Including Racial and Ethnic Minority
Populations and Rural Communities",Departmental Authority,-,10
